Acid Splash	Cantrip	Conjuration		1 action	VS		phb 211
Blade Ward	Cantrip	Abjuration		1 action	VS		phb 218
Booming Blade	Cantrip	Evocation		1 action	VM		scag 142
Chill Touch	Cantrip	Necromancy		1 action	VS		phb 221
Control Flames	Cantrip	Transmutation		1 action	S		ee 16, xge 152
Create Bonfire	Cantrip	Conjuration		1 action	VS	yes	ee 16, xge 152
Dancing Lights	Cantrip	Evocation		1 action	VSM	yes	phb 230
Fire Bolt	Cantrip	Evocation		1 action	VS		phb 242
Friends	Cantrip	Enchantment		1 action	SM	yes	phb 244
Frostbite	Cantrip	Evocation		1 action	VS		ee 18, xge 156
Green-Flame Blade	Cantrip	Evocation		1 action	VM		scag 143
Gust	Cantrip	Transmutation		1 action	VS		ee 19, xge 157
Infestation	Cantrip	Conjuration		1 action	VSM		xge 158
Light	Cantrip	Evocation		1 action	VM		phb 255
Lightning Lure	Cantrip	Evocation		1 action	V		scag 143
Mage Hand	Cantrip	Conjuration		1 action	VS		phb 256
Mending	Cantrip	Transmutation		1 minute	VSM		phb 259
Message	Cantrip	Transmutation		1 action	VSM		phb 259
Minor Illusion	Cantrip	Illusion		1 action	SM		phb 260
Mold Earth	Cantrip	Transmutation		1 action	S		ee 21, xge 162
Poison Spray	Cantrip	Conjuration		1 action	VS		phb 266
Prestidigitation	Cantrip	Transmutation		1 action	VS		phb 267
Ray of Frost	Cantrip	Evocation		1 action	VS		phb 271
Shape Water	Cantrip	Transmutation		1 action	S		ee 21
Shocking Grasp	Cantrip	Evocation		1 action	VS		phb 275
Sword Burst	Cantrip	Conjuration		1 action	V		scag 143
Thunderclap	Cantrip	Evocation		1 action	S		ee 22, xge 168
True Strike	Cantrip	Divination		1 action	S	yes	phb 284
Absorb Elements	1st	Abjuration		1 reaction	S		ee 15, xge 150
Burning Hands	1st	Evocation		1 action	VS		phb 220
Catapult	1st	Transmutation		1 action	S		ee 15, xge 150
Chaos Bolt	1st	Evocation		1 action	VS		xge 151
Charm Person	1st	Enchantment		1 action	VS		phb 221
Chromatic Orb	1st	Evocation		1 action	VSMgp		phb 221
Color Spray	1st	Illusion		1 action	VSM		phb 222
Comprehend Languages	1st	Divination	yes	1 action	VSM		phb 224
Detect Magic	1st	Divination	yes	1 action	VS	yes	phb 231
Disguise Self	1st	Illusion		1 action	VS		phb 233
Earth Tremor	1st	Evocation		1 action	VS		ee 17, xge 155
Expeditious Retreat	1st	Transmutation		1 bonus action	VS	yes	phb 238
False Life	1st	Necromancy		1 action	VSM		phb 239
Feather Fall	1st	Transmutation		1 reaction	VM		phb 239
Fog Cloud	1st	Conjuration		1 action	VS	yes	phb 243
Ice Knife	1st	Conjuration		1 action	SM		ee 19, xge 157
Jump	1st	Transmutation		1 action	VSM		phb 254
Mage Armor	1st	Abjuration		1 action	VSM		phb 256
Magic Missile	1st	Evocation		1 action	VS		phb 257
Ray of Sickness	1st	Necromancy		1 action	VS		phb 271
Shield	1st	Abjuration		1 reaction	VS		phb 275
Silent Image	1st	Illusion		1 action	VSM	yes	phb 276
Sleep	1st	Enchantment		1 action	VSM		phb 276
Thunderwave	1st	Evocation		1 action	VS		phb 282
Witch Bolt	1st	Evocation		1 action	VSM	yes	phb 289
Aganazzar's Scorcher	2nd	Evocation		1 action	VSM		ee 15, xge 150
Alter Self	2nd	Transmutation		1 action	VS	yes	phb 211
Blindness/Deafness	2nd	Necromancy		1 action	V		phb 219
Blur	2nd	Illusion		1 action	V	yes	phb 219
Cloud of Daggers	2nd	Conjuration		1 action	VSM	yes	phb 222
Crown of Madness	2nd	Enchantment		1 action	VS	yes	phb 229
Darkness	2nd	Evocation		1 action	VM	yes	phb 230
Darkvision	2nd	Transmutation		1 action	VSM		phb 230
Detect Thoughts	2nd	Divination		1 action	VSM	yes	phb 231
Dragon's Breath	2nd	Transmutation		1 bonus action	VSM	yes	xge 154
Dust Devil	2nd	Conjuration		1 action	VSM	yes	ee 17, xge 154
Earthbind	2nd	Transmutation		1 action	V	yes	ee 17, xge 154
Enhance Ability	2nd	Transmutation		1 action	VSM	yes	phb 237
Enlarge/Reduce	2nd	Transmutation		1 action	VSM	yes	phb 237
Gust of Wind	2nd	Evocation		1 action	VSM	yes	phb 248
Hold Person	2nd	Enchantment		1 action	VSM	yes	phb 251
Invisibility	2nd	Illusion		1 action	VSM	yes	phb 254
Knock	2nd	Transmutation		1 action	V		phb 254
Levitate	2nd	Transmutation		1 action	VSM	yes	phb 255
Maximilian's Earthen Grasp	2nd	Transmutation		1 action	VSM	yes	ee 20, xge 161
Mind Spike	2nd	Divination		1 action	S	yes	xge 162
Mirror Image	2nd	Illusion		1 action	VS		phb 260
Misty Step	2nd	Conjuration		1 bonus action	V		phb 260
Phantasmal Force	2nd	Illusion		1 action	VSM	yes	phb 264
Pyrotechnics	2nd	Transmutation		1 action	VS		ee 21, xge 163
Scorching Ray	2nd	Evocation		1 action	VS		phb 273
See Invisibility	2nd	Divination		1 action	VSM		phb 274
Shadow Blade	2nd	Illusion		1 bonus action	VS	yes	xge 164
Shatter	2nd	Evocation		1 action	VSM		phb 275
Snilloc's Snowball Swarm	2nd	Evocation		1 action	VSM		ee 22, xge 165
Spider Climb	2nd	Transmutation		1 action	VSM	yes	phb 277
Suggestion	2nd	Enchantment		1 action	VM	yes	phb 279
Warding Wind	2nd	Evocation		1 action	V	yes	ee 23, xge 170
Web	2nd	Conjuration		1 action	VSM	yes	phb 287
Blink	3rd	Transmutation		1 action	VS		phb 219
Catnap	3rd	Enchantment		1 action	SM		xge 151
Clairvoyance	3rd	Divination		10 minutes	VSMgp	yes	phb 222
Counterspell	3rd	Abjuration		1 reaction	S		phb 228
Daylight	3rd	Evocation		1 action	VS		phb 230
Dispel Magic	3rd	Abjuration		1 action	VS		phb 234
Enemies Abound	3rd	Enchantment		1 action	VS	yes	xge 155
Erupting Earth	3rd	Transmutation		1 action	VSM		ee 17, xge 155
Fear	3rd	Illusion		1 action	VSM	yes	phb 239
Fireball	3rd	Evocation		1 action	VSM		phb 241
Flame Arrows	3rd	Transmutation		1 action	VS	yes	ee 18, xge 156
Fly	3rd	Transmutation		1 action	VSM	yes	phb 243
Gaseous Form	3rd	Transmutation		1 action	VSM	yes	phb 244
Haste	3rd	Transmutation		1 action	VSM	yes	phb 250
Hypnotic Pattern	3rd	Illusion		1 action	SM	yes	phb 252
Lightning Bolt	3rd	Evocation		1 action	VSM		phb 255
Major Image	3rd	Illusion		1 action	VSM	yes	phb 258
Melf's Minute Meteors	3rd	Evocation		1 action	VSM	yes	ee 20, xge 161
Protection from Energy	3rd	Abjuration		1 action	VS	yes	phb 270
Sleet Storm	3rd	Conjuration		1 action	VSM	yes	phb 276
Slow	3rd	Transmutation		1 action	VSM	yes	phb 277
Stinking Cloud	3rd	Conjuration		1 action	VSM	yes	phb 278
Thunder Step	3rd	Conjuration		1 action	V		xge 168
Tidal Wave	3rd	Conjuration		1 action	VSM		ee 22, xge 168
Tongues	3rd	Divination		1 action	VM		phb 283
Wall of Water	3rd	Evocation		1 action	VSM	yes	ee 23, xge 170
Water Breathing	3rd	Transmutation	yes	1 action	VSM		phb 287
Water Walk	3rd	Transmutation	yes	1 action	VSM		phb 287
Banishment	4th	Abjuration		1 action	VSM	yes	phb 217
Blight	4th	Necromancy		1 action	VS		phb 219
Charm Monster	4th	Enchantment		1 action	VS		xge 151
Confusion	4th	Enchantment		1 action	VSM	yes	phb 224
Dimension Door	4th	Conjuration		1 action	V		phb 233
Dominate Beast	4th	Enchantment		1 action	VS	yes	phb 234
Greater Invisibility	4th	Illusion		1 action	VS	yes	phb 246
Ice Storm	4th	Evocation		1 action	VSM		phb 252
Polymorph	4th	Transmutation		1 action	VSM	yes	phb 266
Sickening Radiance	4th	Evocation		1 action	VS	yes	xge 164
Stoneskin	4th	Abjuration		1 action	VSMgp	yes	phb 278
Storm Sphere	4th	Evocation		1 action	VS	yes	ee 22, xge 166
Vitriolic Sphere	4th	Evocation		1 action	VSM		ee 23, xge 170
Wall of Fire	4th	Evocation		1 action	VSM	yes	phb 285
Watery Sphere	4th	Conjuration		1 action	VSM	yes	ee 23, xge 170
Animate Objects	5th	Transmutation		1 action	VS	yes	phb 213
Cloudkill	5th	Conjuration		1 action	VS	yes	phb 222
Cone of Cold	5th	Evocation		1 action	VSM		phb 224
Control Winds	5th	Transmutation		1 action	VS	yes	ee 16
Creation	5th	Illusion		1 minute	VSM		phb 229
Dominate Person	5th	Enchantment		1 action	VS	yes	phb 235
Enervation	5th	Necromancy		1 action	VS	yes	xge 155
Far Step	5th	Conjuration		1 bonus action	V	yes	xge 155
Hold Monster	5th	Enchantment		1 action	VSM	yes	phb 251
Immolation	5th	Evocation		1 action	V	yes	ee 19, xge 158
Insect Plague	5th	Conjuration		1 action	VSM	yes	phb 254
Seeming	5th	Illusion		1 action	VS		phb 274
Skill Empowerment	5th	Transmutation		1 action	VS	yes	xge 165
Synaptic Static	5th	Enchantment		1 action	VS		xge 167
Telekinesis	5th	Transmutation		1 action	VS	yes	phb 280
Teleportation Circle	5th	Conjuration		1 minute	VMgp		phb 282
Wall of Light	5th	Evocation		1 action	VSM	yes	xge 170
Wall of Stone	5th	Evocation		1 action	VSM	yes	phb 287
Arcane Gate	6th	Conjuration		1 action	VS	yes	phb 214
Chain Lightning	6th	Evocation		1 action	VSM		phb 221
Circle of Death	6th	Necromancy		1 action	VSMgp		phb 221
Disintegrate	6th	Transmutation		1 action	VSM		phb 233
Eyebite	6th	Necromancy		1 action	VS	yes	phb 238
Globe of Invulnerability	6th	Abjuration		1 action	VSM	yes	phb 245
Investiture of Flame	6th	Transmutation		1 action	VS	yes	ee 19, xge 159
Investiture of Ice	6th	Transmutation		1 action	VS	yes	ee 19, xge 159
Investiture of Stone	6th	Transmutation		1 action	VS	yes	ee 19, xge 159
Investiture of Wind	6th	Transmutation		1 action	VS	yes	ee 20, xge 160
Mass Suggestion	6th	Enchantment		1 action	VM		phb 258
Mental Prison	6th	Illusion		1 action	S	yes	xge 161
Move Earth	6th	Transmutation		1 action	VSM	yes	phb 263
Scatter	6th	Abjuration		1 action	V		xge 164
Sunbeam	6th	Evocation		1 action	VSM	yes	phb 279
True Seeing	6th	Divination		1 action	VSMgp		phb 284
Crown of Stars	7th	Evocation		1 action	VS		xge 152
Delayed Blast Fireball	7th	Evocation		1 action	VSM	yes	phb 230
Etherealness	7th	Transmutation		1 action	VS		phb 238
Finger of Death	7th	Necromancy		1 action	VS		phb 241
Fire Storm	7th	Evocation		1 action	VS		phb 242
Plane Shift	7th	Conjuration		1 action	VSMgp		phb 266
Power Word Pain	7th	Enchantment		1 action	V		xge 163
Prismatic Spray	7th	Evocation		1 action	VS		phb 267
Reverse Gravity	7th	Transmutation		1 action	VSM	yes	phb 272
Teleport	7th	Conjuration		1 action	V		phb 281
Whirlwind	7th	Evocation		1 action	VM	yes	ee 24, xge 171
Abi-Dalzim's Horrid Wilting	8th	Necromancy		1 action	VSM		ee 15, xge 150
Dominate Monster	8th	Enchantment		1 action	VS	yes	phb 235
Earthquake	8th	Evocation		1 action	VSM	yes	phb 236
Incendiary Cloud	8th	Conjuration		1 action	VS	yes	phb 253
Power Word Stun	8th	Enchantment		1 action	V		phb 267
Sunburst	8th	Evocation		1 action	VSM		phb 279
Gate	9th	Conjuration		1 action	VSMgp	yes	phb 244
Mass Polymorph	9th	Transmutation		1 action	VSM	yes	xge 160
Meteor Swarm	9th	Evocation		1 action	VS		phb 259
Power Word Kill	9th	Enchantment		1 action	V		phb 266
Psychic Scream	9th	Enchantment		1 action	S		xge 163
Time Stop	9th	Transmutation		1 action	V		phb 283
Wish	9th	Conjuration		1 action	V		phb 288
